Energy [keV],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,
Phot [cm-2],5.64152e-20,1.03683e-19,3.55092e-20,1.59732e-20,8.4746e-21,5.01367e-21,3.20343e-21,2.16718e-21,1.5322e-21,1.12184e-21,8.45076e-22,6.51753e-22,5.12708e-22,4.1019e-22,3.32977e-22,2.7374e-22,2.27553e-22,1.91023e-22,1.61761e-22,1.38016e-22,1.18648e-22,1.02696e-22,8.94435e-23,7.83458e-23,6.89846e-23,6.10352e-23,5.4243e-23,4.84063e-23,4.33639e-23,3.89863e-23,3.51682e-23,3.18237e-23,2.88822e-23,2.62854e-23,2.39846e-23,2.19392e-23,2.01151e-23,1.84834e-23,1.70197e-23,1.57031e-23,1.45158e-23,1.34425e-23,1.247e-23,1.15868e-23,1.07831e-23,1.00501e-23,9.3805e-24,8.76755e-24,8.20549e-24,7.68922e-24,7.21423e-24,6.77653e-24,6.37258e-24,5.99925e-24,5.65372e-24,5.33349e-24,5.03633e-24,4.76023e-24,4.50338e-24,4.26416e-24,4.04111e-24,3.83291e-24,3.63836e-24,3.45638e-24,3.28599e-24,3.1263e-24,2.97649e-24,2.83584e-24,2.70365e-24,2.57932e-24,2.46228e-24,2.35201e-24,2.24805e-24,2.14995e-24,2.05732e-24,1.96978e-24,1.88701e-24,1.80868e-24,1.73451e-24,1.66424e-24,1.59761e-24,1.53439e-24,1.47438e-24,1.41738e-24,1.36321e-24,1.3117e-24,1.26268e-24,1.21602e-24,1.17158e-24,1.12923e-24,1.08885e-24,1.05033e-24,1.01357e-24,9.78464e-25,9.44934e-25,9.1289e-25,8.82251e-25,8.52945e-25,8.249e-25,7.98522e-25,7.72803e-25,7.48174e-25,7.24578e-25,7.01962e-25,6.80275e-25,6.59471e-25,6.39505e-25,6.20336e-25,6.01924e-25,5.84233e-25,5.67228e-25,5.50877e-25,5.35147e-25,5.20011e-25,5.0544e-25,4.91409e-25,4.77892e-25,4.64867e-25,4.52312e-25,4.40205e-25,4.28527e-25,4.17259e-25,4.06383e-25,3.95883e-25,3.85742e-25,3.75945e-25,3.66478e-25,3.57327e-25,3.48479e-25,3.39922e-25,3.31643e-25,3.23633e-25,3.15879e-25,3.08371e-25,3.01101e-25,2.94059e-25,2.87235e-25,2.80622e-25,2.74212e-25,2.67996e-25,2.61967e-25,2.56119e-25,2.50445e-25,2.44938e-25,2.39593e-25,2.34403e-25,2.29363e-25,2.24467e-25,2.1971e-25,
Compt [cm-2],5.89944e-25,1.47655e-24,2.277e-24,2.95602e-24,3.52468e-24,4.00029e-24,4.39882e-24,4.73354e-24,5.01525e-24,5.25264e-24,5.45277e-24,5.62136e-24,5.76311e-24,5.8819e-24,5.98095e-24,6.07107e-24,6.15387e-24,6.22982e-24,6.29941e-24,6.36306e-24,6.42117e-24,6.47413e-24,6.5223e-24,6.56599e-24,6.60553e-24,6.64121e-24,6.67328e-24,6.70201e-24,6.72762e-24,6.75034e-24,6.77036e-24,6.78787e-24,6.80305e-24,6.81607e-24,6.82707e-24,6.83619e-24,6.84357e-24,6.84934e-24,6.85359e-24,6.85645e-24,6.85801e-24,6.85835e-24,6.85758e-24,6.85576e-24,6.85297e-24,6.84929e-24,6.84476e-24,6.83947e-24,6.83346e-24,6.82678e-24,6.81948e-24,6.81162e-24,6.80323e-24,6.79434e-24,6.78501e-24,6.77526e-24,6.76513e-24,6.75464e-24,6.74382e-24,6.73271e-24,6.72132e-24,6.70968e-24,6.69781e-24,6.68573e-24,6.67346e-24,6.66101e-24,6.64841e-24,6.63566e-24,6.62279e-24,6.6098e-24,6.59671e-24,6.58353e-24,6.57027e-24,6.55694e-24,6.54356e-24,6.53012e-24,6.51664e-24,6.50313e-24,6.48959e-24,6.47603e-24,6.46245e-24,6.44887e-24,6.43529e-24,6.42171e-24,6.40813e-24,6.39457e-24,6.38103e-24,6.3675e-24,6.354e-24,6.34053e-24,6.32709e-24,6.31368e-24,6.30031e-24,6.28697e-24,6.27368e-24,6.26043e-24,6.24723e-24,6.23407e-24,6.22096e-24,6.2079e-24,6.19489e-24,6.18194e-24,6.16904e-24,6.15619e-24,6.1434e-24,6.13067e-24,6.118e-24,6.10538e-24,6.09283e-24,6.08033e-24,6.0679e-24,6.05552e-24,6.04321e-24,6.03096e-24,6.01877e-24,6.00664e-24,5.99457e-24,5.98257e-24,5.97063e-24,5.95875e-24,5.94694e-24,5.93518e-24,5.92349e-24,5.91187e-24,5.9003e-24,5.8888e-24,5.87736e-24,5.86598e-24,5.85466e-24,5.84341e-24,5.83222e-24,5.82108e-24,5.81001e-24,5.799e-24,5.78805e-24,5.77716e-24,5.76633e-24,5.75556e-24,5.74485e-24,5.7342e-24,5.72361e-24,5.71307e-24,5.70259e-24,5.69217e-24,5.68181e-24,5.6715e-24,5.66125e-24,5.65106e-24,5.64092e-24,
Rayl [cm-2],7.95663e-23,8.03093e-23,7.39391e-23,6.32205e-23,5.40056e-23,4.62203e-23,3.96586e-23,3.41565e-23,2.95648e-23,2.57682e-23,2.26101e-23,1.99992e-23,1.78375e-23,1.5974e-23,1.44303e-23,1.30916e-23,1.1937e-23,1.09511e-23,1.01011e-23,9.33068e-24,8.64937e-24,8.05055e-24,7.52092e-24,7.04976e-24,6.61344e-24,6.21421e-24,5.85489e-24,5.53013e-24,5.23547e-24,4.95669e-24,4.6997e-24,4.46466e-24,4.24904e-24,4.0507e-24,3.86583e-24,3.68869e-24,3.5248e-24,3.37282e-24,3.2316e-24,3.09509e-24,2.96626e-24,2.84604e-24,2.73367e-24,2.62846e-24,2.5298e-24,2.43714e-24,2.34823e-24,2.26308e-24,2.18285e-24,2.10717e-24,2.03568e-24,1.96809e-24,1.9041e-24,1.84338e-24,1.78314e-24,1.72599e-24,1.67172e-24,1.62013e-24,1.57105e-24,1.52432e-24,1.47978e-24,1.43729e-24,1.39674e-24,1.35718e-24,1.31885e-24,1.28222e-24,1.24716e-24,1.2136e-24,1.18144e-24,1.15061e-24,1.12104e-24,1.09266e-24,1.0654e-24,1.0392e-24,1.01402e-24,9.89788e-25,9.66467e-25,9.44009e-25,9.22371e-25,9.01036e-25,8.80252e-25,8.60207e-25,8.40868e-25,8.22199e-25,8.04172e-25,7.86755e-25,7.69923e-25,7.53648e-25,7.37906e-25,7.22673e-25,7.07928e-25,6.9365e-25,6.7982e-25,6.66417e-25,6.53425e-25,6.40828e-25,6.28608e-25,6.1675e-25,6.05242e-25,5.94068e-25,5.83215e-25,5.72672e-25,5.62427e-25,5.52467e-25,5.42694e-25,5.32971e-25,5.23515e-25,5.14316e-25,5.05365e-25,4.96653e-25,4.88172e-25,4.79913e-25,4.71869e-25,4.64031e-25,4.56394e-25,4.4895e-25,4.41693e-25,4.34616e-25,4.27714e-25,4.20981e-25,4.1441e-25,4.07998e-25,4.01739e-25,3.95627e-25,3.89659e-25,3.8383e-25,3.78136e-25,3.72571e-25,3.67134e-25,3.61819e-25,3.56564e-25,3.51357e-25,3.46265e-25,3.41286e-25,3.36416e-25,3.31651e-25,3.26989e-25,3.22427e-25,3.17962e-25,3.13592e-25,3.09312e-25,3.05122e-25,3.01018e-25,2.96999e-25,2.93061e-25,2.89203e-25,2.85423e-25,2.81718e-25,2.78086e-25,
