Energy [keV],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,
Phot [cm-2],5.42146e-19,9.25616e-20,3.14922e-20,1.43722e-20,7.66988e-21,3.98308e-20,2.68864e-20,1.8907e-20,1.37612e-20,1.03087e-20,7.91218e-21,6.19954e-21,4.94455e-21,4.00471e-21,3.28742e-21,2.73076e-21,2.29232e-21,1.94243e-21,1.65988e-21,1.42927e-21,1.23923e-21,1.08125e-21,9.48859e-22,8.37095e-22,7.42106e-22,6.60869e-22,5.90989e-22,5.30557e-22,4.78032e-22,4.32168e-22,3.91944e-22,3.56523e-22,3.25211e-22,2.97431e-22,2.727e-22,2.50614e-22,2.30829e-22,2.13055e-22,1.97042e-22,1.8258e-22,1.69486e-22,1.57602e-22,1.46793e-22,1.3694e-22,1.2794e-22,1.19703e-22,1.12151e-22,1.05214e-22,9.88316e-23,9.29489e-23,8.75185e-23,8.24981e-23,7.78498e-23,7.354e-23,6.95386e-23,6.58187e-23,6.2356e-23,5.91289e-23,5.61177e-23,5.33049e-23,5.06744e-23,4.82119e-23,4.59041e-23,4.37392e-23,4.17064e-23,3.97959e-23,3.79986e-23,3.63063e-23,3.47115e-23,3.32074e-23,3.17876e-23,3.04464e-23,2.91784e-23,2.79787e-23,2.68429e-23,2.57668e-23,2.47465e-23,2.37784e-23,2.28594e-23,2.19864e-23,2.11565e-23,2.03672e-23,1.9616e-23,1.89006e-23,1.8219e-23,1.75692e-23,1.69494e-23,1.6358e-23,1.57932e-23,1.52537e-23,1.4738e-23,1.42449e-23,1.37731e-23,1.33216e-23,1.28892e-23,1.2475e-23,1.20781e-23,1.16974e-23,1.13323e-23,1.09854e-23,1.0649e-23,1.03262e-23,1.00163e-23,9.71858e-24,9.43248e-24,9.15746e-24,8.89298e-24,8.63854e-24,8.39367e-24,8.15793e-24,7.9309e-24,7.71218e-24,7.50139e-24,7.29819e-24,7.10223e-24,6.91319e-24,6.73078e-24,6.55471e-24,6.3847e-24,6.22049e-24,6.06185e-24,5.90854e-24,5.76034e-24,5.61704e-24,5.47843e-24,5.34433e-24,5.21456e-24,5.08895e-24,4.96732e-24,4.84953e-24,4.73543e-24,4.62486e-24,4.5177e-24,4.41382e-24,4.31309e-24,4.2154e-24,4.12063e-24,4.02867e-24,3.93942e-24,3.85278e-24,3.76866e-24,3.68697e-24,3.60762e-24,3.53052e-24,3.45561e-24,3.38279e-24,3.31201e-24,3.24318e-24,3.17625e-24,
Compt [cm-2],9.39673e-25,2.23778e-24,3.39965e-24,4.39457e-24,5.24149e-24,5.96415e-24,6.58347e-24,7.11663e-24,7.57749e-24,7.97726e-24,8.32502e-24,8.62821e-24,8.89296e-24,9.12438e-24,9.32674e-24,9.51583e-24,9.69116e-24,9.85362e-24,1.0004e-23,1.01432e-23,1.02718e-23,1.03905e-23,1.05001e-23,1.0601e-23,1.06939e-23,1.07793e-23,1.08576e-23,1.09294e-23,1.09951e-23,1.10551e-23,1.11097e-23,1.11593e-23,1.12043e-23,1.12449e-23,1.12814e-23,1.13141e-23,1.13432e-23,1.1369e-23,1.13918e-23,1.14116e-23,1.14287e-23,1.14432e-23,1.14554e-23,1.14653e-23,1.14732e-23,1.14791e-23,1.14833e-23,1.14857e-23,1.14865e-23,1.14859e-23,1.14838e-23,1.14805e-23,1.1476e-23,1.14703e-23,1.14636e-23,1.14559e-23,1.14472e-23,1.14377e-23,1.14274e-23,1.14164e-23,1.14046e-23,1.13922e-23,1.13792e-23,1.13657e-23,1.13516e-23,1.1337e-23,1.13219e-23,1.13065e-23,1.12906e-23,1.12744e-23,1.12578e-23,1.1241e-23,1.12238e-23,1.12064e-23,1.11888e-23,1.11709e-23,1.11528e-23,1.11345e-23,1.11161e-23,1.10975e-23,1.10788e-23,1.10599e-23,1.1041e-23,1.10219e-23,1.10027e-23,1.09835e-23,1.09642e-23,1.09448e-23,1.09254e-23,1.0906e-23,1.08865e-23,1.08669e-23,1.08474e-23,1.08279e-23,1.08083e-23,1.07888e-23,1.07692e-23,1.07497e-23,1.07301e-23,1.07106e-23,1.06912e-23,1.06717e-23,1.06523e-23,1.06329e-23,1.06135e-23,1.05942e-23,1.0575e-23,1.05558e-23,1.05366e-23,1.05175e-23,1.04984e-23,1.04794e-23,1.04605e-23,1.04416e-23,1.04228e-23,1.0404e-23,1.03853e-23,1.03667e-23,1.03481e-23,1.03296e-23,1.03112e-23,1.02928e-23,1.02745e-23,1.02563e-23,1.02382e-23,1.02201e-23,1.02021e-23,1.01842e-23,1.01663e-23,1.01486e-23,1.01309e-23,1.01133e-23,1.00957e-23,1.00782e-23,1.00608e-23,1.00435e-23,1.00263e-23,1.00091e-23,9.99201e-24,9.975e-24,9.95806e-24,9.94119e-24,9.92441e-24,9.9077e-24,9.89106e-24,9.8745e-24,9.85802e-24,9.84161e-24,9.82527e-24,
Rayl [cm-2],3.40987e-22,2.74292e-22,2.15476e-22,1.68456e-22,1.22702e-22,1.20432e-22,1.17086e-22,1.06312e-22,9.57255e-23,8.63332e-23,7.8144e-23,7.10924e-23,6.49849e-23,5.96383e-23,5.48141e-23,5.05591e-23,4.67276e-23,4.32751e-23,4.01471e-23,3.73018e-23,3.47723e-23,3.24244e-23,3.03444e-23,2.84068e-23,2.66604e-23,2.50718e-23,2.3586e-23,2.22446e-23,2.1029e-23,1.99234e-23,1.88898e-23,1.79283e-23,1.70469e-23,1.62366e-23,1.54898e-23,1.47997e-23,1.41606e-23,1.35674e-23,1.30157e-23,1.24968e-23,1.19829e-23,1.15033e-23,1.10548e-23,1.06347e-23,1.02406e-23,9.87041e-24,9.52209e-24,9.19392e-24,8.88433e-24,8.59191e-24,8.31537e-24,8.05354e-24,7.80536e-24,7.56216e-24,7.327e-24,7.10367e-24,6.89136e-24,6.68935e-24,6.49695e-24,6.31356e-24,6.1386e-24,5.97156e-24,5.81194e-24,5.6542e-24,5.50166e-24,5.35569e-24,5.21592e-24,5.08199e-24,4.95359e-24,4.83039e-24,4.71212e-24,4.59851e-24,4.48932e-24,4.3843e-24,4.28326e-24,4.1826e-24,4.08487e-24,3.99074e-24,3.90004e-24,3.8126e-24,3.72827e-24,3.64688e-24,3.56832e-24,3.49243e-24,3.41911e-24,3.34824e-24,3.2797e-24,3.2134e-24,3.14923e-24,3.0871e-24,3.0257e-24,2.96548e-24,2.90714e-24,2.8506e-24,2.79578e-24,2.74262e-24,2.69104e-24,2.64098e-24,2.59239e-24,2.54521e-24,2.49937e-24,2.45484e-24,2.41155e-24,2.36947e-24,2.32855e-24,2.28874e-24,2.25e-24,2.2123e-24,2.1756e-24,2.13885e-24,2.10269e-24,2.06747e-24,2.03317e-24,1.99974e-24,1.96717e-24,1.93542e-24,1.90446e-24,1.87426e-24,1.84481e-24,1.81608e-24,1.78804e-24,1.76067e-24,1.73395e-24,1.70787e-24,1.68239e-24,1.6575e-24,1.63318e-24,1.60942e-24,1.5862e-24,1.56349e-24,1.5413e-24,1.51959e-24,1.49836e-24,1.47759e-24,1.45727e-24,1.437e-24,1.41701e-24,1.39746e-24,1.37831e-24,1.35957e-24,1.34122e-24,1.32325e-24,1.30565e-24,1.28841e-24,1.27152e-24,1.25497e-24,1.23875e-24,1.22285e-24,1.20727e-24,
