Energy [keV],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,
Phot [cm-2],4.01613e-22,4.19122e-23,1.03486e-23,3.78423e-24,1.7595e-24,9.46234e-25,5.61765e-25,3.58221e-25,2.41105e-25,1.69279e-25,1.22951e-25,9.18232e-26,7.01897e-26,5.4722e-26,4.33923e-26,3.49187e-26,2.84651e-26,2.3471e-26,1.95514e-26,1.68641e-26,1.42186e-26,1.20862e-26,1.035e-26,8.92316e-27,7.74074e-27,6.75326e-27,5.92271e-27,5.21956e-27,4.62062e-27,4.10758e-27,3.66579e-27,3.28349e-27,2.95115e-27,2.66098e-27,2.40663e-27,2.1828e-27,1.98514e-27,1.81e-27,1.6543e-27,1.51547e-27,1.39133e-27,1.28001e-27,1.17994e-27,1.08975e-27,1.00828e-27,9.34514e-28,8.67583e-28,8.06729e-28,7.5129e-28,7.0069e-28,6.54421e-28,6.1204e-28,5.73155e-28,5.37421e-28,5.04531e-28,4.74214e-28,4.46228e-28,4.20359e-28,3.96414e-28,3.74222e-28,3.53629e-28,3.34496e-28,3.167e-28,3.00128e-28,2.8468e-28,2.70263e-28,2.56795e-28,2.44201e-28,2.32414e-28,2.2137e-28,2.11014e-28,2.01295e-28,1.92164e-28,1.8358e-28,1.75503e-28,1.67898e-28,1.6073e-28,1.5397e-28,1.47591e-28,1.41565e-28,1.3587e-28,1.30484e-28,1.25386e-28,1.20559e-28,1.15984e-28,1.11646e-28,1.07531e-28,1.03623e-28,9.99121e-29,9.63846e-29,9.30302e-29,8.98385e-29,8.68e-29,8.39059e-29,8.11479e-29,7.85183e-29,7.60099e-29,7.36159e-29,7.13301e-29,6.78744e-29,6.55895e-29,6.34045e-29,6.13138e-29,5.93126e-29,5.73962e-29,5.55603e-29,5.38006e-29,5.21133e-29,5.04948e-29,4.89416e-29,4.74505e-29,4.60186e-29,4.46428e-29,4.33206e-29,4.20494e-29,4.08267e-29,3.96503e-29,3.85181e-29,3.7428e-29,3.63781e-29,3.53667e-29,3.43919e-29,3.34521e-29,3.25458e-29,3.16716e-29,3.08281e-29,3.00138e-29,2.92277e-29,2.84685e-29,2.7735e-29,2.70262e-29,2.63411e-29,2.56787e-29,2.50382e-29,2.44185e-29,2.38188e-29,2.32385e-29,2.26767e-29,2.21326e-29,2.16057e-29,2.10952e-29,2.06005e-29,2.0121e-29,1.96561e-29,1.92054e-29,1.87681e-29,1.8344e-29,1.79324e-29,1.7533e-29,
Compt [cm-2],6.01713e-26,2.00517e-25,3.49025e-25,4.83617e-25,5.99397e-25,6.96743e-25,7.77594e-25,8.44195e-25,8.98664e-25,9.42873e-25,9.78418e-25,1.00665e-24,1.0287e-24,1.04552e-24,1.05791e-24,1.06831e-24,1.07769e-24,1.08611e-24,1.09366e-24,1.10038e-24,1.10635e-24,1.11162e-24,1.11625e-24,1.12027e-24,1.12373e-24,1.12669e-24,1.12917e-24,1.13121e-24,1.13284e-24,1.1341e-24,1.13502e-24,1.13562e-24,1.13592e-24,1.13596e-24,1.13574e-24,1.13529e-24,1.13463e-24,1.13378e-24,1.13274e-24,1.13154e-24,1.13019e-24,1.1287e-24,1.12708e-24,1.12535e-24,1.12351e-24,1.12156e-24,1.11953e-24,1.11742e-24,1.11524e-24,1.11299e-24,1.11067e-24,1.1083e-24,1.10588e-24,1.10342e-24,1.10092e-24,1.09838e-24,1.09581e-24,1.09321e-24,1.09058e-24,1.08794e-24,1.08527e-24,1.08259e-24,1.0799e-24,1.0772e-24,1.07449e-24,1.07177e-24,1.06905e-24,1.06632e-24,1.06359e-24,1.06087e-24,1.05814e-24,1.05542e-24,1.0527e-24,1.04999e-24,1.04728e-24,1.04458e-24,1.04189e-24,1.03921e-24,1.03653e-24,1.03387e-24,1.03122e-24,1.02858e-24,1.02595e-24,1.02333e-24,1.02072e-24,1.01813e-24,1.01555e-24,1.01298e-24,1.01043e-24,1.00789e-24,1.00537e-24,1.00286e-24,1.00036e-24,9.97883e-25,9.95417e-25,9.92967e-25,9.90531e-25,9.88111e-25,9.85706e-25,9.83316e-25,9.80942e-25,9.78583e-25,9.76239e-25,9.7391e-25,9.71596e-25,9.69298e-25,9.67015e-25,9.64747e-25,9.62494e-25,9.60256e-25,9.58034e-25,9.55826e-25,9.53633e-25,9.51455e-25,9.49291e-25,9.47142e-25,9.45007e-25,9.42887e-25,9.40782e-25,9.3869e-25,9.36613e-25,9.34549e-25,9.325e-25,9.30464e-25,9.28443e-25,9.26434e-25,9.2444e-25,9.22458e-25,9.2049e-25,9.18535e-25,9.16593e-25,9.14664e-25,9.12748e-25,9.10844e-25,9.08954e-25,9.07075e-25,9.05209e-25,9.03355e-25,9.01514e-25,8.99684e-25,8.97866e-25,8.96061e-25,8.94266e-25,8.92484e-25,8.90713e-25,8.88953e-25,8.87204e-25,8.85467e-25,8.83741e-25,
Rayl [cm-2],2.57947e-24,2.17216e-24,1.74736e-24,1.36979e-24,1.07285e-24,8.48888e-25,6.83735e-25,5.59048e-25,4.64818e-25,3.92199e-25,3.34761e-25,2.88883e-25,2.52031e-25,2.2133e-25,1.9609e-25,1.74846e-25,1.56728e-25,1.41446e-25,1.28055e-25,1.16495e-25,1.06504e-25,9.77192e-26,8.9859e-26,8.29423e-26,7.68225e-26,7.13807e-26,6.64231e-26,6.1941e-26,5.79085e-26,5.4267e-26,5.09673e-26,4.79677e-26,4.52325e-26,4.26887e-26,4.03414e-26,3.81854e-26,3.62003e-26,3.43686e-26,3.26748e-26,3.11052e-26,2.9648e-26,2.82927e-26,2.703e-26,2.58515e-26,2.47292e-26,2.3679e-26,2.26949e-26,2.17714e-26,2.09036e-26,2.0087e-26,1.93179e-26,1.85925e-26,1.79075e-26,1.72601e-26,1.66475e-26,1.60672e-26,1.55171e-26,1.4995e-26,1.44991e-26,1.40277e-26,1.35791e-26,1.31519e-26,1.27448e-26,1.23561e-26,1.19806e-26,1.1622e-26,1.12793e-26,1.09516e-26,1.0638e-26,1.03377e-26,1.005e-26,9.77421e-27,9.50964e-27,9.25571e-27,9.01184e-27,8.77753e-27,8.55226e-27,8.33559e-27,8.12708e-27,7.92632e-27,7.73294e-27,7.54658e-27,7.3669e-27,7.19358e-27,7.02634e-27,6.86488e-27,6.70895e-27,6.55829e-27,6.41267e-27,6.27187e-27,6.13567e-27,6.00388e-27,5.87631e-27,5.75278e-27,5.63313e-27,5.51718e-27,5.40479e-27,5.29582e-27,5.19013e-27,5.08758e-27,4.98806e-27,4.89144e-27,4.79762e-27,4.70648e-27,4.61793e-27,4.53186e-27,4.4482e-27,4.36683e-27,4.2877e-27,4.2107e-27,4.13577e-27,4.06284e-27,3.99148e-27,3.92181e-27,3.85396e-27,3.78785e-27,3.72342e-27,3.66063e-27,3.59942e-27,3.53972e-27,3.4815e-27,3.42471e-27,3.3693e-27,3.31522e-27,3.26243e-27,3.21089e-27,3.16057e-27,3.11142e-27,3.06341e-27,3.0165e-27,2.97066e-27,2.92586e-27,2.88207e-27,2.83925e-27,2.79738e-27,2.75643e-27,2.71638e-27,2.67719e-27,2.63884e-27,2.60131e-27,2.56458e-27,2.52862e-27,2.49341e-27,2.45894e-27,2.42517e-27,2.39209e-27,2.35969e-27,2.32794e-27,2.29683e-27,
