Energy [keV],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,
Phot [cm-2],3.76806e-19,6.36172e-20,2.15809e-20,9.76498e-21,4.73399e-20,2.9677e-20,1.96991e-20,1.36954e-20,9.8853e-21,7.35815e-21,5.61906e-21,4.38459e-21,3.48492e-21,2.8142e-21,2.30423e-21,1.90974e-21,1.59992e-21,1.35327e-21,1.15453e-21,9.92645e-22,8.59478e-22,7.48951e-22,6.56465e-22,5.78497e-22,5.12314e-22,4.55779e-22,4.07202e-22,3.65236e-22,3.28796e-22,2.97007e-22,2.69151e-22,2.44642e-22,2.22993e-22,2.038e-22,1.86727e-22,1.7149e-22,1.5785e-22,1.45604e-22,1.34579e-22,1.24627e-22,1.15622e-22,1.07454e-22,1.00028e-22,9.32633e-23,8.70875e-23,8.14384e-23,7.62613e-23,7.15083e-23,6.7137e-23,6.31101e-23,5.93946e-23,5.59611e-23,5.27835e-23,4.98386e-23,4.71056e-23,4.4566e-23,4.22029e-23,4.00015e-23,3.79483e-23,3.6031e-23,3.42388e-23,3.25616e-23,3.09904e-23,2.95171e-23,2.81342e-23,2.68349e-23,2.56131e-23,2.44631e-23,2.33797e-23,2.23583e-23,2.13945e-23,2.04844e-23,1.96242e-23,1.88107e-23,1.80407e-23,1.73115e-23,1.66203e-23,1.59647e-23,1.53425e-23,1.47517e-23,1.41902e-23,1.36564e-23,1.31484e-23,1.26649e-23,1.22044e-23,1.17654e-23,1.13469e-23,1.09476e-23,1.05665e-23,1.02025e-23,9.85469e-24,9.52222e-24,9.20423e-24,8.89997e-24,8.60871e-24,8.32976e-24,8.0625e-24,7.80632e-24,7.56066e-24,7.3226e-24,7.09657e-24,6.8797e-24,6.67152e-24,6.47161e-24,6.27957e-24,6.095e-24,5.91757e-24,5.74691e-24,5.58272e-24,5.42469e-24,5.27254e-24,5.126e-24,4.98481e-24,4.84874e-24,4.71755e-24,4.59102e-24,4.46896e-24,4.35116e-24,4.23745e-24,4.12765e-24,4.0216e-24,3.91913e-24,3.82009e-24,3.72435e-24,3.63177e-24,3.54222e-24,3.45558e-24,3.37173e-24,3.29056e-24,3.21197e-24,3.13584e-24,3.0621e-24,2.99064e-24,2.92138e-24,2.85424e-24,2.78913e-24,2.72598e-24,2.66472e-24,2.60527e-24,2.54757e-24,2.49156e-24,2.43718e-24,2.38436e-24,2.33305e-24,2.2832e-24,2.23476e-24,2.18768e-24,2.14191e-24,2.0974e-24,
Compt [cm-2],8.85362e-25,2.11994e-24,3.22361e-24,4.16555e-24,4.96412e-24,5.64251e-24,6.22118e-24,6.71692e-24,7.14324e-24,7.51106e-24,7.82922e-24,8.10493e-24,8.34415e-24,8.55179e-24,8.732e-24,8.89968e-24,9.05494e-24,9.19856e-24,9.33131e-24,9.45388e-24,9.56696e-24,9.67116e-24,9.76707e-24,9.85523e-24,9.93617e-24,1.00104e-23,1.00782e-23,1.01402e-23,1.01967e-23,1.02481e-23,1.02947e-23,1.03369e-23,1.03748e-23,1.04089e-23,1.04393e-23,1.04663e-23,1.04902e-23,1.05111e-23,1.05292e-23,1.05448e-23,1.05579e-23,1.05688e-23,1.05776e-23,1.05845e-23,1.05894e-23,1.05927e-23,1.05944e-23,1.05946e-23,1.05934e-23,1.05909e-23,1.05871e-23,1.05823e-23,1.05763e-23,1.05694e-23,1.05616e-23,1.05529e-23,1.05434e-23,1.05332e-23,1.05222e-23,1.05106e-23,1.04985e-23,1.04857e-23,1.04725e-23,1.04587e-23,1.04445e-23,1.04299e-23,1.04149e-23,1.03996e-23,1.03839e-23,1.03679e-23,1.03516e-23,1.03351e-23,1.03184e-23,1.03014e-23,1.02842e-23,1.02669e-23,1.02494e-23,1.02317e-23,1.02139e-23,1.0196e-23,1.0178e-23,1.01599e-23,1.01417e-23,1.01234e-23,1.0105e-23,1.00866e-23,1.00682e-23,1.00497e-23,1.00312e-23,1.00127e-23,9.99414e-24,9.97558e-24,9.95702e-24,9.93847e-24,9.91992e-24,9.90138e-24,9.88287e-24,9.86437e-24,9.8459e-24,9.82746e-24,9.80906e-24,9.79069e-24,9.77236e-24,9.75407e-24,9.73583e-24,9.71764e-24,9.6995e-24,9.68141e-24,9.66337e-24,9.6454e-24,9.62748e-24,9.60962e-24,9.59182e-24,9.57409e-24,9.55642e-24,9.53882e-24,9.52128e-24,9.50381e-24,9.48641e-24,9.46908e-24,9.45182e-24,9.43463e-24,9.41751e-24,9.40047e-24,9.38349e-24,9.36659e-24,9.34977e-24,9.33301e-24,9.31633e-24,9.29973e-24,9.2832e-24,9.26674e-24,9.25036e-24,9.23405e-24,9.21782e-24,9.20166e-24,9.18558e-24,9.16957e-24,9.15364e-24,9.13778e-24,9.122e-24,9.10629e-24,9.09065e-24,9.07509e-24,9.0596e-24,9.04418e-24,9.02884e-24,9.01357e-24,8.99838e-24,
Rayl [cm-2],2.79755e-22,2.12944e-22,1.62886e-22,1.17069e-22,1.139e-22,1.09993e-22,9.86536e-23,8.78279e-23,7.85481e-23,7.06962e-23,6.39949e-23,5.81372e-23,5.30723e-23,4.85123e-23,4.44961e-23,4.09478e-23,3.76812e-23,3.47963e-23,3.21899e-23,2.98494e-23,2.77422e-23,2.58555e-23,2.41237e-23,2.25847e-23,2.11962e-23,1.98957e-23,1.87262e-23,1.767e-23,1.67125e-23,1.58379e-23,1.50071e-23,1.42475e-23,1.3551e-23,1.29107e-23,1.23203e-23,1.17747e-23,1.12693e-23,1.08001e-23,1.03636e-23,9.93691e-24,9.53509e-24,9.15982e-24,8.80874e-24,8.47975e-24,8.17098e-24,7.88075e-24,7.60756e-24,7.34636e-24,7.09273e-24,6.85331e-24,6.62703e-24,6.41292e-24,6.2101e-24,6.01777e-24,5.83519e-24,5.6617e-24,5.49664e-24,5.33223e-24,5.17572e-24,5.02659e-24,4.88438e-24,4.74866e-24,4.61902e-24,4.49511e-24,4.37657e-24,4.2631e-24,4.15231e-24,4.04402e-24,3.94022e-24,3.84066e-24,3.74511e-24,3.65334e-24,3.56517e-24,3.48039e-24,3.39883e-24,3.32034e-24,3.24475e-24,3.16916e-24,3.09606e-24,3.0256e-24,2.95766e-24,2.89211e-24,2.82884e-24,2.76775e-24,2.70873e-24,2.6517e-24,2.59655e-24,2.54321e-24,2.4916e-24,2.44165e-24,2.39327e-24,2.34641e-24,2.301e-24,2.25699e-24,2.2143e-24,2.1729e-24,2.13272e-24,2.09278e-24,2.05369e-24,2.01574e-24,1.97888e-24,1.94308e-24,1.90828e-24,1.87446e-24,1.84157e-24,1.80959e-24,1.77847e-24,1.74819e-24,1.71872e-24,1.69003e-24,1.66208e-24,1.63486e-24,1.60834e-24,1.58237e-24,1.55634e-24,1.53097e-24,1.50624e-24,1.48212e-24,1.45859e-24,1.43564e-24,1.41325e-24,1.3914e-24,1.37006e-24,1.34923e-24,1.32889e-24,1.30902e-24,1.28961e-24,1.27065e-24,1.25211e-24,1.234e-24,1.21628e-24,1.19897e-24,1.18203e-24,1.16546e-24,1.14925e-24,1.1334e-24,1.11788e-24,1.10269e-24,1.08781e-24,1.07325e-24,1.059e-24,1.04503e-24,1.03135e-24,1.01795e-24,1.00482e-24,9.91957e-25,9.79346e-25,9.66983e-25,9.54611e-25,
