Energy [keV],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,
Phot [cm-2],1.91781e-18,4.14226e-19,1.59524e-19,7.89385e-20,1.76449e-19,1.28449e-19,8.60315e-20,6.04318e-20,4.40997e-20,3.31958e-20,2.56373e-20,2.02305e-20,1.62583e-20,1.32729e-20,1.09842e-20,9.19914e-21,7.78556e-21,6.65096e-21,5.72926e-21,4.97237e-21,4.34474e-21,3.81967e-21,3.37685e-21,3.00063e-21,2.67883e-21,2.40185e-21,2.16207e-21,1.9534e-21,1.77089e-21,1.61053e-21,1.46902e-21,1.34363e-21,1.23212e-21,6.93998e-21,6.43791e-21,5.98247e-21,5.56848e-21,5.19143e-21,4.84735e-21,4.53276e-21,4.24463e-21,3.98025e-21,3.73726e-21,3.51356e-21,3.30729e-21,3.1168e-21,2.94062e-21,2.77744e-21,2.62609e-21,2.48553e-21,2.35481e-21,2.23309e-21,2.11962e-21,2.01371e-21,1.91474e-21,1.82215e-21,1.73545e-21,1.65417e-21,1.57789e-21,1.50624e-21,1.43887e-21,1.37547e-21,1.31575e-21,1.25945e-21,1.20632e-21,1.15614e-21,1.10872e-21,1.06387e-21,1.02141e-21,9.81187e-22,9.43057e-22,9.06885e-22,8.72547e-22,8.39927e-22,8.08919e-22,7.79426e-22,7.51354e-22,7.24621e-22,6.99146e-22,6.74857e-22,6.51685e-22,6.29566e-22,6.08442e-22,5.88257e-22,5.68959e-22,5.505e-22,5.32834e-22,5.1592e-22,4.99718e-22,4.84191e-22,4.69303e-22,4.55022e-22,4.41318e-22,4.28161e-22,4.15525e-22,4.03384e-22,3.91713e-22,3.8049e-22,3.69694e-22,3.59503e-22,3.49496e-22,3.39859e-22,3.30575e-22,3.21629e-22,3.13004e-22,3.04687e-22,2.96664e-22,2.88922e-22,2.8145e-22,2.74234e-22,2.67265e-22,2.60532e-22,2.54025e-22,2.47735e-22,2.41652e-22,2.35769e-22,2.30076e-22,2.24567e-22,2.19234e-22,2.1407e-22,2.09069e-22,2.04223e-22,1.99528e-22,1.94977e-22,1.90564e-22,1.86285e-22,1.82135e-22,1.78108e-22,1.74201e-22,1.70408e-22,1.66725e-22,1.63149e-22,1.59676e-22,1.56302e-22,1.53023e-22,1.49837e-22,1.46739e-22,1.43728e-22,1.40799e-22,1.3795e-22,1.35179e-22,1.32482e-22,1.29857e-22,1.27303e-22,1.24815e-22,1.22393e-22,1.20035e-22,1.17737e-22,1.15498e-22,
Compt [cm-2],1.12561e-24,2.72088e-24,4.25694e-24,5.67099e-24,6.9605e-24,8.13563e-24,9.20871e-24,1.01914e-23,1.10942e-23,1.1926e-23,1.26945e-23,1.34064e-23,1.40675e-23,1.46827e-23,1.52563e-23,1.58104e-23,1.63312e-23,1.68205e-23,1.72801e-23,1.77117e-23,1.8117e-23,1.84974e-23,1.88545e-23,1.91897e-23,1.95041e-23,1.9799e-23,2.00756e-23,2.0335e-23,2.05781e-23,2.08059e-23,2.10193e-23,2.12192e-23,2.14063e-23,2.15814e-23,2.17452e-23,2.18983e-23,2.20414e-23,2.2175e-23,2.22996e-23,2.24158e-23,2.25241e-23,2.26249e-23,2.27186e-23,2.28057e-23,2.28864e-23,2.29612e-23,2.30304e-23,2.30943e-23,2.31531e-23,2.32072e-23,2.32568e-23,2.33022e-23,2.33436e-23,2.33811e-23,2.34151e-23,2.34457e-23,2.34731e-23,2.34974e-23,2.35188e-23,2.35376e-23,2.35537e-23,2.35674e-23,2.35787e-23,2.35879e-23,2.35949e-23,2.36e-23,2.36033e-23,2.36047e-23,2.36045e-23,2.36026e-23,2.35993e-23,2.35945e-23,2.35883e-23,2.35809e-23,2.35722e-23,2.35624e-23,2.35515e-23,2.35395e-23,2.35265e-23,2.35126e-23,2.34978e-23,2.34822e-23,2.34658e-23,2.34486e-23,2.34306e-23,2.3412e-23,2.33928e-23,2.33729e-23,2.33525e-23,2.33315e-23,2.331e-23,2.3288e-23,2.32655e-23,2.32426e-23,2.32193e-23,2.31956e-23,2.31715e-23,2.31471e-23,2.31223e-23,2.30972e-23,2.30719e-23,2.30462e-23,2.30203e-23,2.29942e-23,2.29678e-23,2.29412e-23,2.29144e-23,2.28874e-23,2.28603e-23,2.2833e-23,2.28055e-23,2.27779e-23,2.27501e-23,2.27223e-23,2.26943e-23,2.26662e-23,2.2638e-23,2.26098e-23,2.25814e-23,2.2553e-23,2.25245e-23,2.2496e-23,2.24674e-23,2.24388e-23,2.24101e-23,2.23814e-23,2.23527e-23,2.23239e-23,2.22951e-23,2.22663e-23,2.22375e-23,2.22087e-23,2.21799e-23,2.21511e-23,2.21223e-23,2.20936e-23,2.20648e-23,2.2036e-23,2.20073e-23,2.19786e-23,2.19499e-23,2.19212e-23,2.18926e-23,2.1864e-23,2.18355e-23,2.1807e-23,2.17785e-23,2.175e-23,2.17217e-23,
Rayl [cm-2],1.33235e-21,1.36754e-21,1.10396e-21,8.24701e-22,7.30443e-22,8.69475e-22,8.17766e-22,7.43896e-22,6.71773e-22,6.0696e-22,5.50357e-22,5.01452e-22,4.59032e-22,4.2133e-22,3.88464e-22,3.58945e-22,3.32395e-22,3.08016e-22,2.86034e-22,2.66204e-22,2.477e-22,2.3099e-22,2.15615e-22,2.01392e-22,1.88423e-22,1.76204e-22,1.65025e-22,1.54325e-22,1.44171e-22,1.34306e-22,1.2419e-22,1.12375e-22,9.51479e-23,1.03744e-22,1.07831e-22,1.07383e-22,1.05785e-22,1.0351e-22,1.01013e-22,9.82751e-23,9.55424e-23,9.28018e-23,9.00803e-23,8.73963e-23,8.48593e-23,8.23564e-23,7.98956e-23,7.75663e-23,7.53569e-23,7.31282e-23,7.10147e-23,6.9008e-23,6.70682e-23,6.51378e-23,6.33022e-23,6.1555e-23,5.98903e-23,5.82535e-23,5.66508e-23,5.51217e-23,5.36616e-23,5.22663e-23,5.09318e-23,4.96055e-23,4.83165e-23,4.70823e-23,4.58996e-23,4.47657e-23,4.36777e-23,4.26332e-23,4.16162e-23,4.06059e-23,3.9635e-23,3.87013e-23,3.78031e-23,3.69384e-23,3.61055e-23,3.5303e-23,3.45293e-23,3.37829e-23,3.30627e-23,3.23627e-23,3.16625e-23,3.09862e-23,3.03328e-23,2.97013e-23,2.90906e-23,2.84998e-23,2.79281e-23,2.73746e-23,2.68386e-23,2.63193e-23,2.5816e-23,2.5328e-23,2.48548e-23,2.43957e-23,2.39501e-23,2.35175e-23,2.30975e-23,2.26894e-23,2.22929e-23,2.19076e-23,2.15329e-23,2.11685e-23,2.0814e-23,2.0469e-23,2.01333e-23,1.98064e-23,1.94881e-23,1.91678e-23,1.88521e-23,1.85446e-23,1.8245e-23,1.79531e-23,1.76684e-23,1.73909e-23,1.71203e-23,1.68562e-23,1.65986e-23,1.63473e-23,1.61019e-23,1.58623e-23,1.56284e-23,1.53999e-23,1.51767e-23,1.49586e-23,1.47455e-23,1.45372e-23,1.43335e-23,1.41344e-23,1.39396e-23,1.37491e-23,1.35628e-23,1.33761e-23,1.31918e-23,1.30114e-23,1.28349e-23,1.26621e-23,1.24929e-23,1.23273e-23,1.2165e-23,1.20062e-23,1.18505e-23,1.1698e-23,1.15486e-23,1.14021e-23,1.12586e-23,1.11179e-23,1.09799e-23,
